Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Ohio,US,9/24/2020 4:30,40.3888,-82.7649,146753,4687,126023,16043,39,1255.46877,2931199,,3.19380183,84000039,USA,25076.34463,
Oklahoma,US,9/24/2020 4:30,35.5653,-96.9289,80161,970,66779,12412,40,2025.817222,1114326,,1.210064745,84000040,USA,28161.08584,
Oregon,US,9/24/2020 4:30,44.572,-122.0709,31503,538,5475,25490,41,746.9171264,646125,,1.707773863,84000041,USA,15319.23399,
Pennsylvania,US,9/24/2020 4:30,40.5908,-77.2098,157336,8038,123560,25738,42,1228.996525,1942956,,5.108811715,84000042,USA,15176.98539,
Rhode Island,US,9/24/2020 4:30,41.6809,-71.5118,24177,1102,2275,20800,44,2282.224851,706578,,4.55805104,84000044,USA,66698.50976,
South Carolina,US,9/24/2020 4:30,33.8569,-80.945,141686,3262,67491,70933,45,2751.871632,1190584,,2.302274043,84000045,USA,23123.91016,
South Dakota,US,9/24/2020 4:30,44.2998,-99.4388,19634,202,16324,3108,46,2219.386227,180132,,1.028827544,84000046,USA,20361.7439,
Tennessee,US,9/24/2020 4:30,35.7478,-86.6923,186798,2277,169649,14872,47,2735.294195,2713343,,1.2189638,84000047,USA,39731.64251,
Texas,US,9/24/2020 4:30,31.0545,-97.5635,742913,15372,618054,109487,48,2562.132877,5740674,,2.069152108,84000048,USA,19798.23962,
Utah,US,9/24/2020 4:30,40.15,-111.8624,65921,444,52357,13120,49,2056.202857,775858,,0.673533472,84000049,USA,24200.50419,
Vermont,US,9/24/2020 4:30,44.0459,-72.7107,1722,58,1565,99,50,275.9664033,157263,,3.368176539,84000050,USA,25202.84813,
Virginia,US,9/24/2020 4:30,37.7693,-78.17,142590,3089,17038,122334,51,1669.013917,1922606,,2.16693926,84000051,USA,22524.76973,
Washington,US,9/24/2020 4:30,47.4009,-121.4905,83702,2081,,81621,53,1099.18813,1740899,,2.486201047,84000053,USA,22861.76575,
West Virginia,US,9/24/2020 4:30,38.4912,-80.9545,14515,322,10721,3472,54,809.9224003,525580,,2.218394764,84000054,USA,29326.83535,
Wisconsin,US,9/24/2020 4:30,44.2685,-89.6165,105932,1259,89393,15280,55,1819.37657,1472405,,1.188498282,84000055,USA,25288.47901,
Wyoming,US,9/24/2020 4:30,42.756,-107.3025,5169,50,4277,842,56,893.1178608,94993,,0.967305088,84000056,USA,16413.22208,
Alabama,US,9/25/2020 4:30,32.3182,-86.9023,148206,2506,64583,81117,1,3022.647524,1078180,,1.690889708,84000001,USA,21989.38037,
Alaska,US,9/25/2020 4:30,61.3707,-152.4044,7132,46,2731,4355,2,974.9229371,433198,,0.64498037,84000002,USA,59216.86294,
Arizona,US,9/25/2020 4:30,33.7298,-111.4312,215852,5559,34393,175900,4,2965.522633,1420417,,2.57537572,84000004,USA,19514.66172,
Arkansas,US,9/25/2020 4:30,34.9697,-92.3731,79049,1246,70737,7066,5,2619.421275,917413,,1.576237524,84000005,USA,30400.01935,
California,US,9/25/2020 4:30,36.1162,-119.6816,799516,15393,,784123,6,2023.464992,13952857,,1.9252898,84000006,USA,35312.76132,
Colorado,US,9/25/2020 4:30,39.0598,-105.3111,67196,2033,6351,58812,8,1166.853282,1245745,,3.025477707,84000008,USA,21632.26444,
Connecticut,US,9/25/2020 4:30,41.5978,-72.7554,56472,4499,9310,42663,9,1583.939806,1505473,,7.966779997,84000009,USA,42225.85727,
Delaware,US,9/25/2020 4:30,39.3185,-75.5071,19947,630,10487,8830,10,2048.442949,277916,,3.15836968,84000010,USA,28540.38556,
Florida,US,9/25/2020 4:30,27.7663,-81.6868,693040,13795,,679245,12,3226.783157,5179499,,1.990505599,84000012,USA,24115.66451,
Georgia,US,9/25/2020 4:30,33.0406,-83.6431,311698,6816,,304882,13,2935.721785,2824816,,2.186732029,84000013,USA,26605.47668,
Hawaii,US,9/25/2020 4:30,21.0943,-157.4983,11779,124,5125,6530,15,831.9254848,286785,,1.052720944,84000015,USA,20255.00893,
Idaho,US,9/25/2020 4:30,44.2405,-114.4788,39234,457,20901,17876,16,2195.443367,294063,,1.164806036,84000016,USA,16455.08138,
Illinois,US,9/25/2020 4:30,40.3495,-88.9861,283559,8774,,274785,17,2237.713112,5295876,,3.09424141,84000017,USA,41792.5411,
Indiana,US,9/25/2020 4:30,39.8494,-86.2583,114236,3548,90979,19709,18,1696.855079,1331608,,3.105851045,84000018,USA,19779.62987,
Iowa,US,9/25/2020 4:30,42.0115,-93.2105,83991,1303,61509,21179,19,2662.096245,738580,,1.551356693,84000019,USA,23409.30629,
Kansas,US,9/25/2020 4:30,38.5266,-96.7265,55292,621,2008,52663,20,1897.907332,492281,,1.12312812,84000020,USA,16897.6293,
Kentucky,US,9/25/2020 4:30,37.6681,-84.6701,64158,1137,11570,51451,21,1436.049594,1226385,,1.772187412,84000021,USA,27450.19611,
Louisiana,US,9/25/2020 4:30,31.1695,-91.8678,163222,5423,149640,8159,22,3511.061148,2237534,,3.322468785,84000022,USA,48131.49389,
Maine,US,9/25/2020 4:30,44.6939,-69.3819,5214,140,4478,596,23,387.8852443,399966,,2.685078634,84000023,USA,29754.68155,
Maryland,US,9/25/2020 4:30,39.0639,-76.8021,121800,3909,7416,110475,24,2014.661709,1561579,,3.209359606,84000024,USA,25829.6668,
Massachusetts,US,9/25/2020 4:30,42.2302,-71.5301,128993,9362,111479,8152,25,1871.49719,3642716,,7.257758173,84000025,USA,52850.40863,
Michigan,US,9/25/2020 4:30,43.3266,-84.5361,132337,7019,90216,35102,26,1325.111594,3462824,,5.303883268,84000026,USA,34673.81179,
Minnesota,US,9/25/2020 4:30,45.6945,-93.9002,93012,2040,83862,7110,27,1649.256547,1895302,,2.193265385,84000027,USA,33606.83818,
Mississippi,US,9/25/2020 4:30,32.7416,-89.6787,95310,2874,85327,7109,28,3202.460629,721759,,3.015423355,84000028,USA,24251.44037,
Missouri,US,9/25/2020 4:30,38.4561,-92.2884,119561,1951,,117610,29,1948.063586,1259531,,1.631803013,84000029,USA,20522.13077,
Montana,US,9/25/2020 4:30,46.9219,-110.4544,11242,165,8634,2443,30,1051.855484,321518,,1.467710372,84000030,USA,30082.76742,
Nebraska,US,9/25/2020 4:30,41.1254,-98.2681,42731,462,31383,10886,31,2208.996241,434369,,1.08118228,84000031,USA,22454.88025,
Nevada,US,9/25/2020 4:30,38.3135,-117.0554,77197,1564,2062,73571,32,2506.269163,675488,,2.025985466,84000032,USA,21930.31782,
New Hampshire,US,9/25/2020 4:30,43.4525,-71.5639,8044,438,7325,281,33,591.5963024,417689,,5.445052213,84000033,USA,30718.95425,
New Jersey,US,9/25/2020 4:30,40.2989,-74.521,201216,16091,34650,150475,34,2265.387252,3451804,,7.996878976,84000034,USA,38862.08244,
New Mexico,US,9/25/2020 4:30,34.8405,-106.2485,28224,859,15669,11696,35,1346.032509,878406,,3.04350907,84000035,USA,41892.11424,
New York,US,9/25/2020 4:30,42.1657,-74.9481,452847,33095,76382,343370,36,2327.836019,10228645,,7.308207849,84000036,USA,52579.80788,
North Carolina,US,9/25/2020 4:30,35.6301,-79.8064,198187,3356,176422,18409,37,1889.639709,2870191,,1.69335022,84000037,USA,27366.20912,
North Dakota,US,9/25/2020 4:30,47.5289,-99.784,19451,211,15757,3483,38,2552.416995,582104,,1.084777132,84000038,USA,76385.38597,
Ohio,US,9/25/2020 4:30,40.3888,-82.7649,147744,4715,127239,15790,39,1263.946754,2955715,,3.191330951,84000039,USA,25286.07848,
Oklahoma,US,9/25/2020 4:30,35.5653,-96.9289,81244,981,67807,12456,40,2053.186642,1126926,,1.207473783,84000040,USA,28479.51122,
Oregon,US,9/25/2020 4:30,44.572,-122.0709,31865,539,5484,25842,41,755.499928,650498,,1.691511062,84000041,USA,15422.91518,
Pennsylvania,US,9/25/2020 4:30,40.5908,-77.2098,158181,8054,125785,24342,42,1235.597062,1956867,,5.091635531,84000042,USA,15285.64819,
Rhode Island,US,9/25/2020 4:30,41.6809,-71.5118,24311,1106,2278,20927,44,2294.873985,717047,,4.549380939,84000044,USA,67686.74701,
South Carolina,US,9/25/2020 4:30,33.8569,-80.945,142707,3279,68079,71349,45,2771.701827,1207106,,2.297714898,84000045,USA,23444.80583,
South Dakota,US,9/25/2020 4:30,44.2998,-99.4388,20097,210,16596,3291,46,2271.722777,181661,,1.044932079,84000046,USA,20534.57886,
Tennessee,US,9/25/2020 4:30,35.7478,-86.6923,187690,2312,171153,14225,47,2748.355804,2729388,,1.231818424,84000047,USA,39966.5904,
Texas,US,9/25/2020 4:30,31.0545,-97.5635,747366,15510,642169,89687,48,2577.49023,5860833,,2.075288413,84000048,USA,20212.63986,
Utah,US,9/25/2020 4:30,40.15,-111.8624,67119,444,52860,13815,49,2093.570783,784975,,0.661511643,84000049,USA,24484.88096,
Vermont,US,9/25/2020 4:30,44.0459,-72.7107,1724,58,1566,100,50,276.2869217,158189,,3.364269142,84000050,USA,25351.24818,
Virginia,US,9/25/2020 4:30,37.7693,-78.17,143492,3113,17099,123147,51,1679.53466,1952965,,2.170106796,84000051,USA,22880.44816,
Washington,US,9/25/2020 4:30,47.4009,-121.4905,84238,2080,,82158,53,1106.226969,1743296,,2.469194425,84000053,USA,22893.24354,
West Virginia,US,9/25/2020 4:30,38.4912,-80.9545,14719,328,10831,3560,54,821.3053951,529025,,2.228412256,84000054,USA,29519.06289,
Wisconsin,US,9/25/2020 4:30,44.2685,-89.6165,108324,1265,90726,16333,55,1860.459045,1485770,,1.167792918,84000055,USA,25518.02219,
Wyoming,US,9/25/2020 4:30,42.756,-107.3025,5305,50,4364,891,56,916.6164155,96640,,0.942507069,84000056,USA,16697.79649,
Alabama,US,9/26/2020 4:30,32.3182,-86.9023,150658,2491,64583,83584,1,3072.655835,1097595,,1.653413692,84000001,USA,22385.34748,
Alaska,US,9/26/2020 4:30,61.3707,-152.4044,7254,52,3042,4160,2,991.5999699,441332,,0.716845878,84000002,USA,60328.75626,
Arizona,US,9/26/2020 4:30,33.7298,-111.4312,216367,5587,34564,176216,4,2972.598055,1423603,,2.582186748,84000004,USA,19558.43317,
Arkansas,US,9/26/2020 4:30,34.9697,-92.3731,79946,1266,71426,7254,5,2649.144875,926294,,1.583568909,84000005,USA,30694.30619,
California,US,9/26/2020 4:30,36.1162,-119.6816,803660,15516,,788144,6,2033.952886,14052247,,1.930667198,84000006,USA,35564.30373,
Colorado,US,9/26/2020 4:30,39.0598,-105.3111,67905,2034,6384,59487,8,1179.165011,1260861,,2.995361166,84000008,USA,21894.7526,
Connecticut,US,9/26/2020 4:30,41.5978,-72.7554,56587,4501,9310,42776,9,1587.165353,1519151,,7.954123739,84000009,USA,42609.501,
Delaware,US,9/26/2020 4:30,39.3185,-75.5071,20085,631,10517,8937,10,2062.614761,279374,,3.141647996,84000010,USA,28690.11383,
Florida,US,9/26/2020 4:30,27.7663,-81.6868,695887,13915,,681972,12,3240.038743,5205994,,1.999606258,84000012,USA,24239.02481,
Georgia,US,9/26/2020 4:30,33.0406,-83.6431,312514,6874,,305640,13,2943.407266,2847494,,2.199581459,84000013,USA,26819.069,
Hawaii,US,9/26/2020 4:30,21.0943,-157.4983,11891,127,5265,6499,15,839.8358044,286875,,1.068034648,84000015,USA,20261.36543,
Idaho,US,9/26/2020 4:30,44.2405,-114.4788,39757,458,21105,18194,16,2224.70923,296412,,1.15199839,84000016,USA,16586.52595,
Illinois,US,9/26/2020 4:30,40.3495,-88.9861,286332,8807,,277525,17,2259.596312,5365960,,3.07580012,84000017,USA,42345.61078,
Indiana,US,9/26/2020 4:30,39.8494,-86.2583,115407,3566,91866,19975,18,1714.249046,1341462,,3.089933886,84000018,USA,19926.00062,
Iowa,US,9/26/2020 4:30,42.0115,-93.2105,85031,1312,62648,21071,19,2695.059064,744981,,1.542966683,84000019,USA,23612.1861,
Kansas,US,9/26/2020 4:30,38.5266,-96.7265,56425,635,2039,53751,20,1936.79775,502770,,1.125387683,84000020,USA,17257.66601,
Kentucky,US,9/26/2020 4:30,37.6681,-84.6701,65066,1149,11677,52240,21,1456.373374,1244628,,1.765899241,84000021,USA,27858.52949,
Louisiana,US,9/26/2020 4:30,31.1695,-91.8678,163928,5444,149640,8844,22,3526.247883,2256065,,3.320970182,84000022,USA,48530.1134,
Maine,US,9/26/2020 4:30,44.6939,-69.3819,5234,140,4507,587,23,389.3731048,406394,,2.674818494,84000023,USA,30232.87993,
Maryland,US,9/26/2020 4:30,39.0639,-76.8021,122359,3917,7431,111011,24,2023.907981,1572484,,3.201235708,84000024,USA,26010.04354,
Massachusetts,US,9/26/2020 4:30,42.2302,-71.5301,129481,9373,111479,8629,25,1878.577347,3706728,,7.238899916,84000025,USA,53779.12784,
Michigan,US,9/26/2020 4:30,43.3266,-84.5361,133377,7027,90216,36134,26,1335.525281,3502312,,5.268524558,84000026,USA,35069.21146,
Minnesota,US,9/26/2020 4:30,45.6945,-93.9002,94189,2046,84256,7887,27,1670.126703,1924020,,2.17222818,84000027,USA,34116.0558,
Mississippi,US,9/26/2020 4:30,32.7416,-89.6787,96032,2894,85327,7811,28,3226.720168,726386,,3.013578807,84000028,USA,24406.90973,
Missouri,US,9/26/2020 4:30,38.4561,-92.2884,121456,1991,,119465,29,1978.939712,1273165,,1.639276775,84000029,USA,20744.27594,
Montana,US,9/26/2020 4:30,46.9219,-110.4544,11564,170,8681,2713,30,1081.983349,326116,,1.470079557,84000030,USA,30512.97837,
Nebraska,US,9/26/2020 4:30,41.1254,-98.2681,43162,468,31774,10920,31,2231.276959,437304,,1.084287104,84000031,USA,22606.60626,
Nevada,US,9/26/2020 4:30,38.3135,-117.0554,77753,1573,2075,74105,32,2524.320197,681336,,2.023073065,84000032,USA,22120.17833,
New Hampshire,US,9/26/2020 4:30,43.4525,-71.5639,8085,438,7325,322,33,594.6116491,417689,,5.417439703,84000033,USA,30718.95425,
New Jersey,US,9/26/2020 4:30,40.2989,-74.521,202100,16097,34650,151353,34,2275.339753,3478711,,7.964868877,84000034,USA,39165.01448,
New Mexico,US,9/26/2020 4:30,34.8405,-106.2485,28487,865,15825,11797,35,1358.575258,885373,,3.036472777,84000035,USA,42224.37786,
New York,US,9/26/2020 4:30,42.1657,-74.9481,453755,33122,76456,344177,36,2332.503545,10323463,,7.299533889,84000036,USA,53067.21479,
North Carolina,US,9/26/2020 4:30,35.6301,-79.8064,204330,3409,176422,24499,37,1948.210941,2903054,,1.668379582,84000037,USA,27679.54566,
North Dakota,US,9/26/2020 4:30,47.5289,-99.784,19885,219,16104,3562,38,2609.367742,587564,,1.101332663,84000038,USA,77101.8631,
Ohio,US,9/26/2020 4:30,40.3888,-82.7649,148894,4734,128369,15791,39,1273.784979,2995593,,3.179443094,84000039,USA,25627.23392,
Oklahoma,US,9/26/2020 4:30,35.5653,-96.9289,82520,993,68911,12616,40,2085.43353,1140664,,1.203344644,84000040,USA,28826.69598,
Oregon,US,9/26/2020 4:30,44.572,-122.0709,32314,542,5490,26282,41,766.1454472,662906,,1.677291576,84000041,USA,15717.10137,
Pennsylvania,US,9/26/2020 4:30,40.5908,-77.2098,159014,8065,126446,24503,42,1242.103864,1970600,,5.071880463,84000042,USA,15392.92058,
Rhode Island,US,9/26/2020 4:30,41.6809,-71.5118,24181,1107,2278,20796,44,2282.602437,727469,,4.577974443,84000044,USA,68670.54762,
South Carolina,US,9/26/2020 4:30,33.8569,-80.945,143902,3297,68854,71751,45,2794.911506,1226467,,2.291142583,84000045,USA,23820.84148,
South Dakota,US,9/26/2020 4:30,44.2998,-99.4388,20554,216,16831,3507,46,2323.381099,183947,,1.050890338,84000046,USA,20792.98351,
Tennessee,US,9/26/2020 4:30,35.7478,-86.6923,189454,2352,172618,14484,47,2774.186161,2762845,,1.241462307,84000047,USA,40456.50323,
Texas,US,9/26/2020 4:30,31.0545,-97.5635,751068,15610,646143,89315,48,2590.257561,5913449,,2.078373729,84000048,USA,20394.10011,
Utah,US,9/26/2020 4:30,40.15,-111.8624,68530,448,53360,14722,49,2137.582588,795217,,0.653728294,84000049,USA,24804.34865,
Vermont,US,9/26/2020 4:30,44.0459,-72.7107,1731,58,1576,97,50,277.4087364,159279,,3.350664356,84000050,USA,25525.93075,
Virginia,US,9/26/2020 4:30,37.7693,-78.17,144433,3136,17185,123975,51,1690.512317,1973499,,2.171954482,84000051,USA,23121.01935,
Washington,US,9/26/2020 4:30,47.4009,-121.4905,85226,2100,,83126,53,1119.201544,1783279,,2.464036796,84000053,USA,23418.30673,
West Virginia,US,9/26/2020 4:30,38.4912,-80.9545,14962,335,10968,3659,54,834.8645507,535394,,2.239005481,84000054,USA,29874.44668,
Wisconsin,US,9/26/2020 4:30,44.2685,-89.6165,110828,1274,92366,17188,55,1903.465114,1500974,,1.149529,84000055,USA,25779.15009,
Wyoming,US,9/26/2020 4:30,42.756,-107.3025,5420,50,4450,920,56,936.4865168,97826,,0.922509225,84000056,USA,16902.71771,
Alabama,US,9/27/2020 4:30,32.3182,-86.9023,151591,2501,64583,84507,1,3091.684283,1104932,,1.649834093,84000001,USA,22534.98491,
Alaska,US,9/27/2020 4:30,61.3707,-152.4044,7367,52,3267,4048,2,1007.04673,442869,,0.705850414,84000002,USA,60538.85954,
Arizona,US,9/27/2020 4:30,33.7298,-111.4312,216826,5622,34730,176474,4,2978.904112,1434227,,2.59286248,84000004,USA,19704.39296,
Arkansas,US,9/27/2020 4:30,34.9697,-92.3731,80755,1285,72051,7419,5,2675.952448,933895,,1.591232741,84000005,USA,30946.17808,
California,US,9/27/2020 4:30,36.1162,-119.6816,807451,15583,,791868,6,2043.547385,14182730,,1.92990039,84000006,USA,35894.53825,
Colorado,US,9/27/2020 4:30,39.0598,-105.3111,68489,2040,6404,60045,8,1189.306126,1277613,,2.978580502,84000008,USA,22185.64977,
Connecticut,US,9/27/2020 4:30,41.5978,-72.7554,56587,4501,9310,42776,9,1587.165353,1519151,,7.954123739,84000009,USA,42609.501,
Delaware,US,9/27/2020 4:30,39.3185,-75.5071,20156,633,10541,8982,10,2069.906055,280399,,3.140504068,84000010,USA,28795.37547,
Florida,US,9/27/2020 4:30,27.7663,-81.6868,698682,14022,,684660,12,3253.052219,5235007,,2.006921604,84000012,USA,24374.10887,
Georgia,US,9/27/2020 4:30,33.0406,-83.6431,313873,6914,,306959,13,2956.206982,2872355,,2.20280177,84000013,USA,27053.22186,
Hawaii,US,9/27/2020 4:30,21.0943,-157.4983,12018,131,5397,6490,15,848.8055417,289967,,1.090031619,84000015,USA,20479.74676,
Idaho,US,9/27/2020 4:30,44.2405,-114.4788,40296,460,21291,18545,16,2254.870416,298652,,1.141552511,84000016,USA,16711.87114,
Illinois,US,9/27/2020 4:30,40.3495,-88.9861,288773,8832,,279941,17,2278.859526,5431177,,3.058457681,84000017,USA,42860.27241,
Indiana,US,9/27/2020 4:30,39.8494,-86.2583,116549,3577,92306,20666,18,1731.21225,1350390,,3.069095402,84000018,USA,20058.61663,
Iowa,US,9/27/2020 4:30,42.0115,-93.2105,85908,1314,65490,19104,19,2722.855594,750898,,1.529543232,84000019,USA,23799.72552,
Kansas,US,9/27/2020 4:30,38.5266,-96.7265,56653,635,2039,53979,20,1944.623889,502770,,1.12085856,84000020,USA,17257.66601,
Kentucky,US,9/27/2020 4:30,37.6681,-84.6701,66036,1154,11750,53132,21,1478.0849,1274688,,1.747531649,84000021,USA,28531.36297,
Louisiana,US,9/27/2020 4:30,31.1695,-91.8678,163928,5444,149640,8844,22,3526.247883,2256065,,3.320970182,84000022,USA,48530.1134,
Maine,US,9/27/2020 4:30,44.6939,-69.3819,5258,140,4538,580,23,391.1585375,406419,,2.662609357,84000023,USA,30234.73976,
Maryland,US,9/27/2020 4:30,39.0639,-76.8021,122972,3925,7458,111589,24,2034.047452,1584300,,3.191783495,84000024,USA,26205.48888,
Massachusetts,US,9/27/2020 4:30,42.2302,-71.5301,130050,9391,111479,9180,25,1886.832693,3780020,,7.22106882,84000025,USA,54842.4861,
Michigan,US,9/27/2020 4:30,43.3266,-84.5361,134373,7044,95051,32278,26,1345.498389,3543057,,5.242124534,84000026,USA,35477.19768,
Minnesota,US,9/27/2020 4:30,45.6945,-93.9002,95659,2056,85259,8344,27,1696.192234,1954715,,2.149301164,84000027,USA,34660.3289,
Mississippi,US,9/27/2020 4:30,32.7416,-89.6787,96677,2911,85327,8439,28,3248.39247,730713,,3.011057439,84000028,USA,24552.29896,
Missouri,US,9/27/2020 4:30,38.4561,-92.2884,123506,2054,,121452,29,2012.341326,1289169,,1.663077097,84000029,USA,21005.03664,
Montana,US,9/27/2020 4:30,46.9219,-110.4544,11907,171,8749,2987,30,1114.076076,329285,,1.436130008,84000030,USA,30809.48523,
Nebraska,US,9/27/2020 4:30,41.1254,-98.2681,43596,469,32238,10889,31,2253.712764,440645,,1.075786769,84000031,USA,22779.3206,
Nevada,US,9/27/2020 4:30,38.3135,-117.0554,78355,1582,2075,74698,32,2543.864661,685678,,2.019016017,84000032,USA,22261.14521,
New Hampshire,US,9/27/2020 4:30,43.4525,-71.5639,8121,439,7379,303,33,597.2592705,422591,,5.40573821,84000033,USA,31079.47203,
New Jersey,US,9/27/2020 4:30,40.2989,-74.521,202850,16103,34650,152097,34,2283.783616,3512568,,7.938378112,84000034,USA,39546.193,
New Mexico,US,9/27/2020 4:30,34.8405,-106.2485,28692,870,16020,11802,35,1368.351926,893489,,3.032204099,84000035,USA,42611.43851,
New York,US,9/27/2020 4:30,42.1657,-74.9481,454760,33125,76528,345107,36,2337.669695,10423416,,7.284061923,84000036,USA,53581.01789,
North Carolina,US,9/27/2020 4:30,35.6301,-79.8064,206060,3440,176422,26198,37,1964.705851,2947803,,1.669416675,84000037,USA,28106.21082,
North Dakota,US,9/27/2020 4:30,47.5289,-99.784,20380,227,16481,3672,38,2674.323087,594628,,1.113837095,84000038,USA,78028.8218,
Ohio,US,9/27/2020 4:30,40.3888,-82.7649,150009,4740,129498,15771,39,1283.32378,3033987,,3.159810411,84000039,USA,25955.69377,
Oklahoma,US,9/27/2020 4:30,35.5653,-96.9289,83510,1004,69754,12752,40,2110.452667,1158985,,1.202251227,84000040,USA,29289.70164,
Oregon,US,9/27/2020 4:30,44.572,-122.0709,32581,542,5490,26549,41,772.4758561,668671,,1.663546239,84000041,USA,15853.78605,
Pennsylvania,US,9/27/2020 4:30,40.5908,-77.2098,159933,8083,127290,24560,42,1249.282436,1985524,,5.053991359,84000042,USA,15509.49622,
Rhode Island,US,9/27/2020 4:30,41.6809,-71.5118,24181,1107,2278,20796,44,2282.602437,727469,,4.577974443,84000044,USA,68670.54762,
South Carolina,US,9/27/2020 4:30,33.8569,-80.945,145273,3323,69629,72321,45,2821.539515,1242797,,2.287417483,84000045,USA,24138.00805,
South Dakota,US,9/27/2020 4:30,44.2998,-99.4388,21133,218,17173,3742,46,2388.830046,186134,,1.031562012,84000046,USA,21040.19741,
Tennessee,US,9/27/2020 4:30,35.7478,-86.6923,190891,2374,174044,14473,47,2795.228237,2789879,,1.243641659,84000047,USA,40852.3637,
Texas,US,9/27/2020 4:30,31.0545,-97.5635,754311,15707,649580,89024,48,2601.441908,5994813,,2.08229762,84000048,USA,20674.70549,
Utah,US,9/27/2020 4:30,40.15,-111.8624,69547,448,53806,15293,49,2169.304776,805079,,0.644168692,84000049,USA,25111.96341,
Vermont,US,9/27/2020 4:30,44.0459,-72.7107,1739,58,1580,101,50,278.6908103,160276,,3.335250144,84000050,USA,25685.7092,
Virginia,US,9/27/2020 4:30,37.7693,-78.17,145408,3144,17255,124870,51,1701.911741,1993344,,2.162913807,84000051,USA,23353.5184,
Washington,US,9/27/2020 4:30,47.4009,-121.4905,85830,2100,,83730,53,1127.133369,1801021,,2.446696959,84000053,USA,23651.29753,
West Virginia,US,9/27/2020 4:30,38.4912,-80.9545,15167,337,11121,3709,54,846.3033445,542291,,2.221929188,84000054,USA,30259.29235,
Wisconsin,US,9/27/2020 4:30,44.2685,-89.6165,113645,1281,94094,18270,55,1951.846942,1513643,,1.127194333,84000055,USA,25996.73951,
Wyoming,US,9/27/2020 4:30,42.756,-107.3025,5465,50,4479,936,56,944.2617739,97871,,0.914913083,84000056,USA,16910.49297,
