Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Vermont,US,9/20/2020 4:30,44.0459,-72.7107,1710,58,1541,111,50,274.0432924,154800,,3.391812865,84000050,USA,24808.12963,
Virginia,US,9/20/2020 4:30,37.7693,-78.17,139655,2990,16848,119710,51,1634.88594,1866666,,2.141229415,84000051,USA,21869.39072,
Washington,US,9/20/2020 4:30,47.4009,-121.4905,82199,2037,,80162,53,1079.450493,1704670,,2.478132337,84000053,USA,22386.0007,
West Virginia,US,9/20/2020 4:30,38.4912,-80.9545,13889,311,10155,3423,54,774.99223,509486,,2.239182087,84000054,USA,28428.80634,
Wisconsin,US,9/20/2020 4:30,44.2685,-89.6165,99562,1241,84632,13689,55,1670.761747,1431004,,1.272628214,84000055,USA,24577.419,
Wyoming,US,9/20/2020 4:30,42.756,-107.3025,4781,49,4092,640,56,826.0778666,92340,,1.02489019,84000056,USA,15954.82748,
Alabama,US,9/21/2020 4:30,32.3182,-86.9023,144962,2437,61232,81293,1,2956.486447,1054017,,1.681130227,84000001,USA,21496.57824,
Alaska,US,9/21/2020 4:30,61.3707,-152.4044,6822,45,2438,4339,2,932.54687,426925,,0.659630607,84000002,USA,58359.36272,
Arizona,US,9/21/2020 4:30,33.7298,-111.4312,214021,5477,33835,174709,4,2940.3671,1383924,,2.559094668,84000004,USA,19013.29589,
Arkansas,US,9/21/2020 4:30,34.9697,-92.3731,75723,1181,67853,6689,5,2509.208683,883984,,1.559631816,84000005,USA,29292.29334,
California,US,9/21/2020 4:30,36.1162,-119.6816,786168,15016,,771152,6,1989.683041,13523158,,1.910024321,84000006,USA,34225.25227,
Colorado,US,9/21/2020 4:30,39.0598,-105.3111,64837,2014,6274,56549,8,1125.889431,1195379,,3.10625106,84000008,USA,20757.66279,
Connecticut,US,9/21/2020 4:30,41.5978,-72.7554,55527,4492,9204,41831,9,1557.434226,1422148,,8.089758136,84000009,USA,39888.73827,
Delaware,US,9/21/2020 4:30,39.3185,-75.5071,19566,621,10299,8646,10,2009.316426,271421,,3.173873045,84000010,USA,27873.38616,
Florida,US,9/21/2020 4:30,27.7663,-81.6868,683754,13296,,670458,12,3183.547689,5095089,,1.944559008,84000012,USA,23722.6529,
Georgia,US,9/21/2020 4:30,33.0406,-83.6431,306155,6602,,299553,13,2883.515143,2750822,,2.156424034,84000013,USA,25908.56557,
Hawaii,US,9/21/2020 4:30,21.0943,-157.4983,11403,120,4622,6661,15,805.3694119,279849,,1.052354644,84000015,USA,19765.13414,
Idaho,US,9/21/2020 4:30,44.2405,-114.4788,37491,443,20105,16943,16,2097.909142,286830,,1.181616921,84000016,USA,16050.33952,
Illinois,US,9/21/2020 4:30,40.3495,-88.9861,276443,8686,,267757,17,2181.557015,5107351,,3.142058218,84000017,USA,40304.79124,
Indiana,US,9/21/2020 4:30,39.8494,-86.2583,111505,3506,87090,20909,18,1656.288959,1301940,,3.144253621,84000018,USA,19338.94307,
Iowa,US,9/21/2020 4:30,42.0115,-93.2105,80410,1265,57524,21621,19,2548.596386,718279,,1.573187415,84000019,USA,22765.86573,
Kansas,US,9/21/2020 4:30,38.5266,-96.7265,52700,595,1950,50155,20,1808.93649,474749,,1.129032258,84000020,USA,16295.84041,
Kentucky,US,9/21/2020 4:30,37.6681,-84.6701,61542,1111,11237,49194,21,1377.495622,1047995,,1.805271197,84000021,USA,23457.28973,
Louisiana,US,9/21/2020 4:30,31.1695,-91.8678,161219,5368,145570,10281,22,3467.974705,2178999,,3.329632363,84000022,USA,46872.35012,
Maine,US,9/21/2020 4:30,44.6939,-69.3819,5077,139,4364,574,23,377.6933996,374138,,2.737837305,84000023,USA,27833.25844,
Maryland,US,9/21/2020 4:30,39.0639,-76.8021,120156,3879,7377,108900,24,1987.468738,1529476,,3.228303206,84000024,USA,25298.65954,
Massachusetts,US,9/21/2020 4:30,42.2302,-71.5301,127540,9310,109397,8833,25,1850.416315,3399512,,7.299670692,84000025,USA,49321.87915,
Michigan,US,9/21/2020 4:30,43.3266,-84.5361,128087,6969,90216,30902,26,1282.555663,3318469,,5.440833184,84000026,USA,33228.36204,
Minnesota,US,9/21/2020 4:30,45.6945,-93.9002,90017,2017,81336,6664,27,1596.150245,1838392,,2.24068787,84000027,USA,32597.72978,
Mississippi,US,9/21/2020 4:30,32.7416,-89.6787,93364,2810,78971,11583,28,3137.074118,703163,,3.009725376,84000028,USA,23626.60606,
Missouri,US,9/21/2020 4:30,38.4561,-92.2884,114170,1826,,112344,29,1860.225489,1212508,,1.599369361,84000029,USA,19755.96292,
Montana,US,9/21/2020 4:30,46.9219,-110.4544,10299,157,7807,2335,30,963.623877,302813,,1.524419847,84000030,USA,28332.63783,
Nebraska,US,9/21/2020 4:30,41.1254,-98.2681,41083,442,30509,10132,31,2123.802218,423360,,1.075870798,84000031,USA,21885.76557,
Nevada,US,9/21/2020 4:30,38.3135,-117.0554,75804,1531,2012,72261,32,2461.044181,665184,,2.019682339,84000032,USA,21595.7893,
New Hampshire,US,9/21/2020 4:30,43.4525,-71.5639,7947,438,7201,308,33,584.4624336,401689,,5.511513779,84000033,USA,29542.23361,
New Jersey,US,9/21/2020 4:30,40.2989,-74.521,199762,16067,34637,149058,34,2249.017416,3352791,,8.043071255,84000034,USA,37747.34609,
New Mexico,US,9/21/2020 4:30,34.8405,-106.2485,27579,849,15342,11388,35,1315.271775,857456,,3.07842924,84000035,USA,40892.9865,
New York,US,9/21/2020 4:30,42.1657,-74.9481,449900,33087,76179,340634,36,2312.687122,9922446,,7.354300956,84000036,USA,51005.80814,
North Carolina,US,9/21/2020 4:30,35.6301,-79.8064,193547,3243,167257,23047,37,1845.399026,2804818,,1.675562008,84000037,USA,26742.90175,
North Dakota,US,9/21/2020 4:30,47.5289,-99.784,17958,192,14558,3208,38,2356.501177,562599,,1.069161377,84000038,USA,73825.88293,
Ohio,US,9/21/2020 4:30,40.3888,-82.7649,144309,4615,122671,17023,39,1234.560402,2825297,,3.197998739,84000039,USA,24170.35529,
Oklahoma,US,9/21/2020 4:30,35.5653,-96.9289,76807,946,64467,11394,40,1941.055418,1072504,,1.231658573,84000040,USA,27104.16629,
Oregon,US,9/21/2020 4:30,44.572,-122.0709,30801,526,5391,24884,41,730.2731299,636069,,1.707736762,84000041,USA,15080.81229,
Pennsylvania,US,9/21/2020 4:30,40.5908,-77.2098,154867,7960,122872,24035,42,1209.71046,1908910,,5.139894232,84000042,USA,14911.04234,
Rhode Island,US,9/21/2020 4:30,41.6809,-71.5118,23620,1088,2244,20288,44,2229.645985,675108,,4.606265876,84000044,USA,63727.85103,
South Carolina,US,9/21/2020 4:30,33.8569,-80.945,137708,3199,51431,83078,45,2674.609621,1132595,,2.323031342,84000045,USA,21997.62892,
South Dakota,US,9/21/2020 4:30,44.2998,-99.4388,18696,202,15651,2843,46,2113.356672,176353,,1.080445015,84000046,USA,19934.57366,
Tennessee,US,9/21/2020 4:30,35.7478,-86.6923,183514,2218,165844,15452,47,2687.206388,2667126,,1.208627135,84000047,USA,39054.88424,
Texas,US,9/21/2020 4:30,31.0545,-97.5635,713007,15088,609210,88709,48,2458.99409,5593488,,2.116108257,84000048,USA,19290.62959,
Utah,US,9/21/2020 4:30,40.15,-111.8624,63772,440,51410,11922,49,1989.171411,758165,,0.689957975,84000049,USA,23648.62547,
Vermont,US,9/21/2020 4:30,44.0459,-72.7107,1715,58,1548,109,50,274.8445886,155895,,3.381924198,84000050,USA,24983.61349,
Virginia,US,9/21/2020 4:30,37.7693,-78.17,140511,3015,16880,120502,51,1644.832611,1882028,,2.146087824,84000051,USA,22049.36806,
Washington,US,9/21/2020 4:30,47.4009,-121.4905,82548,2037,,80511,53,1084.033617,1723040,,2.467655182,84000053,USA,22627.23849,
West Virginia,US,9/21/2020 4:30,38.4912,-80.9545,14062,314,10227,3521,54,784.645456,514304,,2.232968283,84000054,USA,28697.6459,
Wisconsin,US,9/21/2020 4:30,44.2685,-89.6165,101227,1242,85824,14161,55,1738.568441,1439394,,1.22694538,84000055,USA,24721.51681,
Wyoming,US,9/21/2020 4:30,42.756,-107.3025,4872,49,4111,712,56,841.8011642,92431,,1.005747126,84000056,USA,15970.55078,
Alabama,US,9/22/2020 4:30,32.3182,-86.9023,145780,2439,61232,82109,1,2973.169481,1059517,,1.673069008,84000001,USA,21608.75023,
Alaska,US,9/22/2020 4:30,61.3707,-152.4044,6892,45,2439,4408,2,942.1156593,428645,,0.652930934,84000002,USA,58594.48154,
Arizona,US,9/22/2020 4:30,33.7298,-111.4312,214251,5478,33946,174827,4,2943.526998,1390962,,2.556814204,84000004,USA,19109.98875,
Arkansas,US,9/22/2020 4:30,34.9697,-92.3731,76364,1197,66934,8233,5,2530.449294,891524,,1.567492536,84000005,USA,29542.14389,
California,US,9/22/2020 4:30,36.1162,-119.6816,790096,15056,,775040,6,1999.624268,13672782,,1.905591219,84000006,USA,34603.93003,
Colorado,US,9/22/2020 4:30,39.0598,-105.3111,65379,2018,6291,57070,8,1135.301219,1208425,,3.086618027,84000008,USA,20984.20556,
Connecticut,US,9/22/2020 4:30,41.5978,-72.7554,56024,4495,9204,42325,9,1571.374198,1467766,,8.023347137,84000009,USA,41168.24256,
Delaware,US,9/22/2020 4:30,39.3185,-75.5071,19667,627,10376,8664,10,2019.688549,273213,,3.188081558,84000010,USA,28057.41432,
Florida,US,9/22/2020 4:30,27.7663,-81.6868,685439,13317,,672122,12,3191.393022,5113260,,1.94284247,84000012,USA,23807.25679,
Georgia,US,9/22/2020 4:30,33.0406,-83.6431,307339,6604,,300735,13,2894.666625,2770863,,2.148767322,84000013,USA,26097.32136,
Hawaii,US,9/22/2020 4:30,21.0943,-157.4983,11459,120,4759,6580,15,809.3245717,281418,,1.047211799,84000015,USA,19875.94924,
Idaho,US,9/22/2020 4:30,44.2405,-114.4788,37901,447,20304,17150,16,2120.851788,289163,,1.179388407,84000016,USA,16180.88878,
Illinois,US,9/22/2020 4:30,40.3495,-88.9861,277920,8693,,269227,17,2193.212799,5145585,,3.127878526,84000017,USA,40606.51583,
Indiana,US,9/22/2020 4:30,39.8494,-86.2583,112027,3512,88173,20342,18,1664.042718,1308645,,3.134958537,84000018,USA,19438.53876,
Iowa,US,9/22/2020 4:30,42.0115,-93.2105,81007,1284,57942,21781,19,2567.518312,721595,,1.585048206,84000019,USA,22870.96641,
Kansas,US,9/22/2020 4:30,38.5266,-96.7265,53627,601,1970,51056,20,1840.755923,484691,,1.120704123,84000020,USA,16637.10125,
Kentucky,US,9/22/2020 4:30,37.6681,-84.6701,61917,1112,11283,49522,21,1385.889254,1058483,,1.795952646,84000021,USA,23692.04282,
Louisiana,US,9/22/2020 4:30,31.1695,-91.8678,161462,5377,145570,10515,22,3473.201867,2185792,,3.33019534,84000022,USA,47018.47404,
Maine,US,9/22/2020 4:30,44.6939,-69.3819,5106,140,4384,582,23,379.8507973,375392,,2.741872307,84000023,USA,27926.5473,
Maryland,US,9/22/2020 4:30,39.0639,-76.8021,120568,3883,7378,109307,24,1994.283521,1537629,,3.220589211,84000024,USA,25433.51616,
Massachusetts,US,9/22/2020 4:30,42.2302,-71.5301,127796,9317,109397,9082,25,1854.130495,3436161,,7.290525525,84000025,USA,49853.6018,
Michigan,US,9/22/2020 4:30,43.3266,-84.5361,129662,6981,90216,32465,26,1298.32639,3370667,,5.383998396,84000026,USA,33751.02898,
Minnesota,US,9/22/2020 4:30,45.6945,-93.9002,90942,2021,82174,6747,27,1612.552025,1855308,,2.222295529,84000027,USA,32897.67843,
Mississippi,US,9/22/2020 4:30,32.7416,-89.6787,93556,2810,85327,5419,28,3143.525408,706906,,3.003548677,84000028,USA,23752.37261,
Missouri,US,9/22/2020 4:30,38.4561,-92.2884,115537,1838,,113699,29,1882.498662,1219559,,1.590832374,84000029,USA,19870.84818,
Montana,US,9/22/2020 4:30,46.9219,-110.4544,10429,160,7876,2393,30,975.787301,311262,,1.534183527,84000030,USA,29123.16683,
Nebraska,US,9/22/2020 4:30,41.1254,-98.2681,41388,452,30509,10427,31,2139.569315,425816,,1.092103991,84000031,USA,22012.72948,
Nevada,US,9/22/2020 4:30,38.3135,-117.0554,76036,1531,2026,72479,32,2468.576267,666792,,2.013519912,84000032,USA,21647.99445,
New Hampshire,US,9/22/2020 4:30,43.4525,-71.5639,7952,438,7201,313,33,584.8301588,401689,,5.50804829,84000033,USA,29542.23361,
New Jersey,US,9/22/2020 4:30,40.2989,-74.521,200154,16069,34672,149413,34,2253.430742,3353183,,8.028318195,84000034,USA,37751.75942,
New Mexico,US,9/22/2020 4:30,34.8405,-106.2485,27683,851,15412,11420,35,1320.231645,862899,,3.074088791,84000035,USA,41152.56895,
New York,US,9/22/2020 4:30,42.1657,-74.9481,450473,33092,76218,341163,36,2315.632598,9980765,,7.346056256,84000036,USA,51305.59387,
North Carolina,US,9/22/2020 4:30,35.6301,-79.8064,194355,3247,176422,14686,37,1853.103007,2817539,,1.670654215,84000037,USA,26864.19178,
North Dakota,US,9/22/2020 4:30,47.5289,-99.784,18244,193,14841,3210,38,2394.030932,565843,,1.057882043,84000038,USA,74251.57008,
Ohio,US,9/22/2020 4:30,40.3888,-82.7649,145165,4623,123423,17119,39,1241.883464,2856161,,3.184651948,84000039,USA,24434.39615,
Oklahoma,US,9/22/2020 4:30,35.5653,-96.9289,77908,948,64941,12019,40,1968.879731,1073605,,1.216819839,84000040,USA,27131.99061,
Oregon,US,9/22/2020 4:30,44.572,-122.0709,30995,529,5431,25035,41,734.8727529,638798,,1.706726891,84000041,USA,15145.51524,
Pennsylvania,US,9/22/2020 4:30,40.5908,-77.2098,155693,7985,123665,24043,42,1216.162582,1917993,,5.128682728,84000042,USA,14981.99225,
Rhode Island,US,9/22/2020 4:30,41.6809,-71.5118,23932,1097,2268,20567,44,2259.097701,690281,,4.583820826,84000044,USA,65160.12955,
South Carolina,US,9/22/2020 4:30,33.8569,-80.945,138124,3212,51431,83481,45,2682.689308,1144118,,2.3254467,84000045,USA,22221.43238,
South Dakota,US,9/22/2020 4:30,44.2998,-99.4388,18869,202,15777,2890,46,2132.912229,177023,,1.070538979,84000046,USA,20010.30906,
Tennessee,US,9/22/2020 4:30,35.7478,-86.6923,184409,2233,166674,15502,47,2700.311926,2679406,,1.210895347,84000047,USA,39234.701,
Texas,US,9/22/2020 4:30,31.0545,-97.5635,734778,15127,611856,107795,48,2534.077168,5622498,,2.058717055,84000048,USA,19390.67828,
Utah,US,9/22/2020 4:30,40.15,-111.8624,64394,441,51660,12293,49,2008.572789,762051,,0.684846414,84000049,USA,23769.83728,
Vermont,US,9/22/2020 4:30,44.0459,-72.7107,1719,58,1557,104,50,275.4856255,156739,,3.374054683,84000050,USA,25118.87229,
Virginia,US,9/22/2020 4:30,37.7693,-78.17,141138,3021,16903,121100,51,1652.178385,1898637,,2.140800726,84000051,USA,22243.95494,
Washington,US,9/22/2020 4:30,47.4009,-121.4905,82730,2049,,80681,53,1086.42367,1736556,,2.476731536,84000053,USA,22804.73278,
West Virginia,US,9/22/2020 4:30,38.4912,-80.9545,14181,315,10317,3549,54,791.2855363,519516,,2.221281997,84000054,USA,28988.47025,
Wisconsin,US,9/22/2020 4:30,44.2685,-89.6165,102498,1244,86822,14432,55,1760.397799,1446215,,1.213682218,84000055,USA,24838.66713,
Wyoming,US,9/22/2020 4:30,42.756,-107.3025,4944,49,4172,723,56,854.2415755,94131,,0.991100324,84000056,USA,16264.28272,
Alabama,US,9/23/2020 4:30,32.3182,-86.9023,146584,2457,61232,82895,1,2989.566986,1065553,,1.676172024,84000001,USA,21731.85389,
Alaska,US,9/23/2020 4:30,61.3707,-152.4044,6936,45,2668,4223,2,948.1303269,431191,,0.648788927,84000002,USA,58942.51208,
Arizona,US,9/23/2020 4:30,33.7298,-111.4312,214846,5498,34053,175295,4,2951.701516,1400654,,2.559042291,84000004,USA,19243.14409,
Arkansas,US,9/23/2020 4:30,34.9697,-92.3731,76981,1209,69184,6588,5,2550.894624,897997,,1.5705174,84000005,USA,29756.63761,
California,US,9/23/2020 4:30,36.1162,-119.6816,793065,15189,,777876,6,2007.138399,13804055,,1.91522763,84000006,USA,34936.16393,
Colorado,US,9/23/2020 4:30,39.0598,-105.3111,66033,2025,6306,57702,8,1146.657878,1219137,,3.066648494,84000008,USA,21170.2186,
Connecticut,US,9/23/2020 4:30,41.5978,-72.7554,56160,4496,9204,42460,9,1575.188758,1479824,,8.005698006,84000009,USA,41506.44815,
Delaware,US,9/23/2020 4:30,39.3185,-75.5071,19761,628,10411,8722,10,2029.341812,274837,,3.177976823,84000010,USA,28224.18984,
Florida,US,9/23/2020 4:30,27.7663,-81.6868,687909,13416,,674493,12,3202.893303,5132342,,1.950257956,84000012,USA,23896.10228,
Georgia,US,9/23/2020 4:30,33.0406,-83.6431,308294,6673,,301621,13,2903.661274,2783427,,2.164492335,84000013,USA,26215.65515,
Hawaii,US,9/23/2020 4:30,21.0943,-157.4983,11522,120,4888,6514,15,813.7741265,282580,,1.041485853,84000015,USA,19958.0188,
Idaho,US,9/23/2020 4:30,44.2405,-114.4788,38347,451,20485,17411,16,2145.80891,290911,,1.176102433,84000016,USA,16278.70279,
Illinois,US,9/23/2020 4:30,40.3495,-88.9861,279453,8722,,270731,17,2205.310507,5187414,,3.121097286,84000017,USA,40936.61045,
Indiana,US,9/23/2020 4:30,39.8494,-86.2583,112626,3520,89072,20034,18,1672.94023,1315440,,3.125388454,84000018,USA,19539.47131,
Iowa,US,9/23/2020 4:30,42.0115,-93.2105,81618,1293,59216,21109,19,2586.883968,725082,,1.584209366,84000019,USA,22981.48694,
Kansas,US,9/23/2020 4:30,38.5266,-96.7265,54000,614,1970,51416,20,1853.559211,484691,,1.137037037,84000020,USA,16637.10125,
Kentucky,US,9/23/2020 4:30,37.6681,-84.6701,62731,1119,11361,50251,21,1404.109029,1068466,,1.783807049,84000021,USA,23915.49247,
Louisiana,US,9/23/2020 4:30,31.1695,-91.8678,162214,5388,145570,11256,22,3489.378105,2206974,,3.321538215,84000022,USA,47474.11909,
Maine,US,9/23/2020 4:30,44.6939,-69.3819,5146,140,4407,599,23,382.8265184,375432,,2.720559658,84000023,USA,27929.52302,
Maryland,US,9/23/2020 4:30,39.0639,-76.8021,120912,3895,7394,109623,24,1999.973535,1544014,,3.221351065,84000024,USA,25539.12877,
Massachusetts,US,9/23/2020 4:30,42.2302,-71.5301,127969,9328,109397,9244,25,1856.640469,3476679,,7.289265369,84000025,USA,50441.45791,
Michigan,US,9/23/2020 4:30,43.3266,-84.5361,130357,6997,90216,33144,26,1305.285537,3390878,,5.367567526,84000026,USA,33953.40496,
Minnesota,US,9/23/2020 4:30,45.6945,-93.9002,91422,2031,82833,6558,27,1621.063218,1863694,,2.221565925,84000027,USA,33046.37608,
Mississippi,US,9/23/2020 4:30,32.7416,-89.6787,94021,2846,85327,5848,28,3159.149626,712501,,3.026983334,84000028,USA,23940.36723,
Missouri,US,9/23/2020 4:30,38.4561,-92.2884,116612,1867,,114745,29,1900.014143,1241749,,1.601035914,84000029,USA,20232.40028,
Montana,US,9/23/2020 4:30,46.9219,-110.4544,10700,163,7937,2600,30,1001.143362,314009,,1.523364486,84000030,USA,29380.18934,
Nebraska,US,9/23/2020 4:30,41.1254,-98.2681,41785,461,31047,10277,31,2160.09239,428046,,1.103266723,84000031,USA,22128.01022,
Nevada,US,9/23/2020 4:30,38.3135,-117.0554,76298,1546,2052,72700,32,2477.08233,669074,,2.026265433,84000032,USA,21722.08161,
New Hampshire,US,9/23/2020 4:30,43.4525,-71.5639,7990,438,7259,293,33,587.6248703,410466,,5.481852315,84000033,USA,30187.73842,
New Jersey,US,9/23/2020 4:30,40.2989,-74.521,200580,16076,34697,149807,34,2258.226856,3397649,,8.014757204,84000034,USA,38252.3792,
New Mexico,US,9/23/2020 4:30,34.8405,-106.2485,27790,854,15518,11418,35,1325.334589,866683,,3.073047859,84000035,USA,41333.03193,
New York,US,9/23/2020 4:30,42.1657,-74.9481,451227,33090,76246,341891,36,2319.508495,10064762,,7.333337766,84000036,USA,51737.376,
North Carolina,US,9/23/2020 4:30,35.6301,-79.8064,195548,3286,176422,15840,37,1864.477821,2824929,,1.680405834,84000037,USA,26934.6527,
North Dakota,US,9/23/2020 4:30,47.5289,-99.784,18508,196,15220,3092,38,2428.673782,568540,,1.059001513,84000038,USA,74605.47829,
Ohio,US,9/23/2020 4:30,40.3888,-82.7649,145850,4635,124774,16441,39,1247.743624,2888787,,3.177922523,84000039,USA,24713.51088,
Oklahoma,US,9/23/2020 4:30,35.5653,-96.9289,79072,962,65482,12628,40,1998.296171,1101839,,1.216612707,84000040,USA,27845.51618,
Oregon,US,9/23/2020 4:30,44.572,-122.0709,31313,532,5431,25350,41,742.412341,642581,,1.698974867,84000041,USA,15235.20789,
Pennsylvania,US,9/23/2020 4:30,40.5908,-77.2098,156477,8002,122833,25642,42,1222.286631,1929562,,5.113850598,84000042,USA,15072.36102,
Rhode Island,US,9/23/2020 4:30,41.6809,-71.5118,24044,1099,2272,20673,44,2269.670112,696808,,4.570786891,84000044,USA,65776.25569,
South Carolina,US,9/23/2020 4:30,33.8569,-80.945,140789,3243,68748,68798,45,2734.449806,1172484,,2.303447002,84000045,USA,22772.36607,
South Dakota,US,9/23/2020 4:30,44.2998,-99.4388,19189,202,16170,2817,46,2169.084359,178346,,1.052686435,84000046,USA,20159.85821,
Tennessee,US,9/23/2020 4:30,35.7478,-86.6923,185148,2261,167778,15109,47,2711.133147,2691404,,1.221185214,84000047,USA,39410.38843,
Texas,US,9/23/2020 4:30,31.0545,-97.5635,741663,15229,613896,112538,48,2557.82192,5667732,,2.053358466,84000048,USA,19546.67975,
Utah,US,9/23/2020 4:30,40.15,-111.8624,65044,443,51945,12656,49,2028.847539,768959,,0.681077425,84000049,USA,23985.3111,
Vermont,US,9/23/2020 4:30,44.0459,-72.7107,1721,58,1557,106,50,275.806144,157341,,3.370133643,84000050,USA,25215.34835,
Virginia,US,9/23/2020 4:30,37.7693,-78.17,142010,3060,16979,121847,51,1662.277361,1911580,,2.155281779,84000051,USA,22395.59188,
Washington,US,9/23/2020 4:30,47.4009,-121.4905,83193,2070,,81123,53,1092.503861,1736556,,2.488190112,84000053,USA,22804.73278,
West Virginia,US,9/23/2020 4:30,38.4912,-80.9545,14394,320,10524,3550,54,803.170722,522669,,2.223148534,84000054,USA,29164.40448,
Wisconsin,US,9/23/2020 4:30,44.2685,-89.6165,104170,1251,88131,14788,55,1789.114312,1458819,,1.200921571,84000055,USA,25055.14017,
Wyoming,US,9/23/2020 4:30,42.756,-107.3025,5016,49,4230,737,56,866.6819868,94840,,0.976874003,84000056,USA,16386.78621,
Alabama,US,9/24/2020 4:30,32.3182,-86.9023,147153,2488,64583,80082,1,3001.171687,1070903,,1.690757239,84000001,USA,21840.96664,
Alaska,US,9/24/2020 4:30,61.3707,-152.4044,7004,45,2731,4228,2,957.4257223,433198,,0.642490006,84000002,USA,59216.86294,
Arizona,US,9/24/2020 4:30,33.7298,-111.4312,215284,5525,34227,175532,4,2957.71906,1409866,,2.566377436,84000004,USA,19369.70485,
Arkansas,US,9/24/2020 4:30,34.9697,-92.3731,77963,1229,69952,6782,5,2583.434842,906947,,1.5763888,84000005,USA,30053.21088,
California,US,9/24/2020 4:30,36.1162,-119.6816,796436,15291,,781145,6,2015.669936,13879423,,1.91992828,84000006,USA,35126.90997,
Colorado,US,9/24/2020 4:30,39.0598,-105.3111,66649,2030,6332,58287,8,1157.354669,1232288,,3.045807139,84000008,USA,21398.58469,
Connecticut,US,9/24/2020 4:30,41.5978,-72.7554,56315,4497,9204,42614,9,1579.536234,1489898,,7.985439048,84000009,USA,41789.00605,
Delaware,US,9/24/2020 4:30,39.3185,-75.5071,19830,629,10443,8758,10,2036.427718,276044,,3.171961674,84000010,USA,28348.14185,
Florida,US,9/24/2020 4:30,27.7663,-81.6868,690499,13618,,676881,12,3214.952302,5155980,,1.972196918,84000012,USA,24006.16043,
Georgia,US,9/24/2020 4:30,33.0406,-83.6431,310161,6769,,303392,13,2921.245579,2803215,,2.182414939,84000013,USA,26402.02806,
Hawaii,US,9/24/2020 4:30,21.0943,-157.4983,11689,122,4992,6575,15,825.568978,284069,,1.043716314,84000015,USA,20063.18368,
Idaho,US,9/24/2020 4:30,44.2405,-114.4788,38743,454,20674,17615,16,2167.968149,292159,,1.171824588,84000016,USA,16348.53797,
Illinois,US,9/24/2020 4:30,40.3495,-88.9861,281303,8744,,272559,17,2219.90983,5233805,,3.108392019,84000017,USA,41302.70622,
Indiana,US,9/24/2020 4:30,39.8494,-86.2583,113337,3530,90069,19738,18,1683.501383,1322819,,3.114605116,84000018,USA,19649.07856,
Iowa,US,9/24/2020 4:30,42.0115,-93.2105,82871,1298,60350,21223,19,2626.597825,731853,,1.566289776,84000019,USA,23196.09391,
Kansas,US,9/24/2020 4:30,38.5266,-96.7265,54846,620,2008,52218,20,1882.598306,492281,,1.130437954,84000020,USA,16897.6293,
Kentucky,US,9/24/2020 4:30,37.6681,-84.6701,63515,1124,11480,50911,21,1421.657315,1216779,,1.76966071,84000021,USA,27235.18485,
Louisiana,US,9/24/2020 4:30,31.1695,-91.8678,162645,5407,149640,7598,22,3498.649327,2220009,,3.324418211,84000022,USA,47754.5144,
Maine,US,9/24/2020 4:30,44.6939,-69.3819,5170,140,4445,585,23,384.6119511,386035,,2.707930368,84000023,USA,28718.31229,
Maryland,US,9/24/2020 4:30,39.0639,-76.8021,121297,3902,7396,109999,24,2006.341718,1552105,,3.216897368,84000024,USA,25672.95987,
Massachusetts,US,9/24/2020 4:30,42.2302,-71.5301,128512,9347,109397,9768,25,1864.518594,3476679,,7.273250747,84000025,USA,50441.45791,
Michigan,US,9/24/2020 4:30,43.3266,-84.5361,131259,7013,90216,34030,26,1314.317407,3425107,,5.342871727,84000026,USA,34296.14542,
Minnesota,US,9/24/2020 4:30,45.6945,-93.9002,92100,2037,83507,6556,27,1633.085279,1873867,,2.211726384,84000027,USA,33226.76019,
Mississippi,US,9/24/2020 4:30,32.7416,-89.6787,94573,2870,85327,6376,28,3177.697084,716711,,3.034692777,84000028,USA,24081.8252,
Missouri,US,9/24/2020 4:30,38.4561,-92.2884,118205,1938,,116267,29,1925.969641,1244563,,1.639524555,84000029,USA,20278.25011,
Montana,US,9/24/2020 4:30,46.9219,-110.4544,10912,165,8510,2237,30,1020.979099,317160,,1.512096774,84000030,USA,29675.01202,
Nebraska,US,9/24/2020 4:30,41.1254,-98.2681,42278,462,31212,10604,31,2185.578223,431102,,1.092766924,84000031,USA,22285.99137,
Nevada,US,9/24/2020 4:30,38.3135,-117.0554,76807,1556,2059,73192,32,2493.607467,671924,,2.025857018,84000032,USA,21814.60939,
New Hampshire,US,9/24/2020 4:30,43.4525,-71.5639,8007,438,7303,266,33,588.875136,413391,,5.470213563,84000033,USA,30402.85767,
New Jersey,US,9/24/2020 4:30,40.2989,-74.521,200988,16082,34729,150177,34,2262.820318,3422747,,8.001472725,84000034,USA,38534.94465,
New Mexico,US,9/24/2020 4:30,34.8405,-106.2485,27987,857,15586,11544,35,1334.729728,872331,,3.062135992,84000035,USA,41602.39104,
New York,US,9/24/2020 4:30,42.1657,-74.9481,451892,33090,76306,342496,36,2322.926892,10135692,,7.322546095,84000036,USA,52101.98791,
North Carolina,US,9/24/2020 4:30,35.6301,-79.8064,196500,3316,176422,16762,37,1873.554788,2842427,,1.687531807,84000037,USA,27101.48965,
North Dakota,US,9/24/2020 4:30,47.5289,-99.784,18981,203,15476,3302,38,2490.742223,575479,,1.069490543,84000038,USA,75516.03413,
